"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
86,174,"PAN","Panama",2,"Chiriquí",13,"Renacimiento",86,"Río Sereno","Corregimiento","Municipality",NA,NA
87,174,"PAN","Panama",2,"Chiriquí",13,"Renacimiento",87,"Santa Cruz","Corregimiento","Municipality",NA,NA
88,174,"PAN","Panama",2,"Chiriquí",14,"San Félix",88,"Juay","Corregimiento","Municipality",NA,NA
89,174,"PAN","Panama",2,"Chiriquí",14,"San Félix",89,"La Lajas","Corregimiento","Municipality",NA,NA
90,174,"PAN","Panama",2,"Chiriquí",14,"San Félix",90,"Lajas Adentro","Corregimiento","Municipality",NA,NA
91,174,"PAN","Panama",2,"Chiriquí",14,"San Félix",91,"San Félix","Corregimiento","Municipality",NA,NA
92,174,"PAN","Panama",2,"Chiriquí",14,"San Félix",92,"Santa Cruz","Corregimiento","Municipality",NA,NA
93,174,"PAN","Panama",2,"Chiriquí",15,"San Lorenzo",93,"Boca Chica","Corregimiento","Municipality",NA,NA
94,174,"PAN","Panama",2,"Chiriquí",15,"San Lorenzo",94,"Boca del Monte","Corregimiento","Municipality",NA,NA
95,174,"PAN","Panama",2,"Chiriquí",15,"San Lorenzo",95,"Horconcitos","Corregimiento","Municipality",NA,NA
96,174,"PAN","Panama",2,"Chiriquí",15,"San Lorenzo",96,"San Juan","Corregimiento","Municipality",NA,NA
97,174,"PAN","Panama",2,"Chiriquí",15,"San Lorenzo",97,"San Lorenzo","Corregimiento","Municipality",NA,NA
98,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",98,"Bella Vista","Corregimiento","Municipality",NA,NA
99,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",99,"Cerro Viejo","Corregimiento","Municipality",NA,NA
100,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",100,"El Cristo","Corregimiento","Municipality",NA,NA
101,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",101,"Justo Fidel Palacios","Corregimiento","Municipality",NA,NA
102,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",102,"Lajas de Tolé","Corregimiento","Municipality",NA,NA
103,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",103,"Potrero de Caña","Corregimiento","Municipality",NA,NA
104,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",104,"Quebrada de Piedra","Corregimiento","Municipality",NA,NA
105,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",105,"Tolé","Corregimiento","Municipality",NA,NA
106,174,"PAN","Panama",2,"Chiriquí",16,"Tolé",106,"Veladero","Corregimiento","Municipality",NA,NA
107,174,"PAN","Panama",3,"Coclé",17,"Aguadulce",107,"Aguadulce","Corregimiento","Municipality",NA,NA
108,174,"PAN","Panama",3,"Coclé",17,"Aguadulce",108,"Barrios Unidos","Corregimiento","Municipality",NA,NA
109,174,"PAN","Panama",3,"Coclé",17,"Aguadulce",109,"El Cristo","Corregimiento","Municipality",NA,NA
110,174,"PAN","Panama",3,"Coclé",17,"Aguadulce",110,"El Roble","Corregimiento","Municipality",NA,NA
111,174,"PAN","Panama",3,"Coclé",17,"Aguadulce",111,"Pocrí","Corregimiento","Municipality",NA,NA
112,174,"PAN","Panama",3,"Coclé",18,"Antón",112,"Antón","Corregimiento","Municipality",NA,NA
113,174,"PAN","Panama",3,"Coclé",18,"Antón",113,"Caballero","Corregimiento","Municipality",NA,NA
114,174,"PAN","Panama",3,"Coclé",18,"Antón",114,"Cabuya","Corregimiento","Municipality",NA,NA
115,174,"PAN","Panama",3,"Coclé",18,"Antón",115,"El Chirú","Corregimiento","Municipality",NA,NA
116,174,"PAN","Panama",3,"Coclé",18,"Antón",116,"El Retiro","Corregimiento","Municipality",NA,NA
117,174,"PAN","Panama",3,"Coclé",18,"Antón",117,"El Valle","Corregimiento","Municipality",NA,NA
118,174,"PAN","Panama",3,"Coclé",18,"Antón",118,"Juan Diaz","Corregimiento","Municipality",NA,NA
119,174,"PAN","Panama",3,"Coclé",18,"Antón",119,"Río Hato","Corregimiento","Municipality",NA,NA
120,174,"PAN","Panama",3,"Coclé",18,"Antón",120,"San Juan de Dios","Corregimiento","Municipality",NA,NA
121,174,"PAN","Panama",3,"Coclé",18,"Antón",121,"Santa Rita","Corregimiento","Municipality",NA,NA
122,174,"PAN","Panama",3,"Coclé",19,"La Pintada",122,"El Harino","Corregimiento","Municipality",NA,NA
123,174,"PAN","Panama",3,"Coclé",19,"La Pintada",123,"El Potrero","Corregimiento","Municipality",NA,NA
124,174,"PAN","Panama",3,"Coclé",19,"La Pintada",124,"La Pintada","Corregimiento","Municipality",NA,NA
125,174,"PAN","Panama",3,"Coclé",19,"La Pintada",125,"Las Lomas","Corregimiento","Municipality",NA,NA
126,174,"PAN","Panama",3,"Coclé",19,"La Pintada",126,"Llano Grande","Corregimiento","Municipality",NA,NA
127,174,"PAN","Panama",3,"Coclé",19,"La Pintada",127,"Piedras Gordas","Corregimiento","Municipality",NA,NA
128,174,"PAN","Panama",3,"Coclé",20,"Natá",128,"Capellania","Corregimiento","Municipality",NA,NA
129,174,"PAN","Panama",3,"Coclé",20,"Natá",129,"El Caño","Corregimiento","Municipality",NA,NA
130,174,"PAN","Panama",3,"Coclé",20,"Natá",130,"Guzmán","Corregimiento","Municipality",NA,NA
131,174,"PAN","Panama",3,"Coclé",20,"Natá",131,"Las Huacas","Corregimiento","Municipality",NA,NA
132,174,"PAN","Panama",3,"Coclé",20,"Natá",132,"Natá","Corregimiento","Municipality",NA,NA
133,174,"PAN","Panama",3,"Coclé",20,"Natá",133,"Toza","Corregimiento","Municipality",NA,NA
134,174,"PAN","Panama",3,"Coclé",21,"Olá",134,"El Copé","Corregimiento","Municipality",NA,NA
135,174,"PAN","Panama",3,"Coclé",21,"Olá",135,"El Palmar","Corregimiento","Municipality",NA,NA
136,174,"PAN","Panama",3,"Coclé",21,"Olá",136,"El Picacho","Corregimiento","Municipality",NA,NA
137,174,"PAN","Panama",3,"Coclé",21,"Olá",137,"La Pava","Corregimiento","Municipality",NA,NA
138,174,"PAN","Panama",3,"Coclé",21,"Olá",138,"Olá","Corregimiento","Municipality",NA,NA
139,174,"PAN","Panama",3,"Coclé",22,"Penonomé",139,"Cañaveral","Corregimiento","Municipality",NA,NA
140,174,"PAN","Panama",3,"Coclé",22,"Penonomé",140,"Chiguirí Arriba","Corregimiento","Municipality",NA,NA
141,174,"PAN","Panama",3,"Coclé",22,"Penonomé",141,"Coclé","Corregimiento","Municipality",NA,NA
142,174,"PAN","Panama",3,"Coclé",22,"Penonomé",142,"El Coco","Corregimiento","Municipality",NA,NA
143,174,"PAN","Panama",3,"Coclé",22,"Penonomé",143,"Pajonal","Corregimiento","Municipality",NA,NA
144,174,"PAN","Panama",3,"Coclé",22,"Penonomé",144,"Penonomé","Corregimiento","Municipality",NA,NA
145,174,"PAN","Panama",3,"Coclé",22,"Penonomé",145,"Río Grande","Corregimiento","Municipality",NA,NA
146,174,"PAN","Panama",3,"Coclé",22,"Penonomé",146,"Río Indio","Corregimiento","Municipality",NA,NA
147,174,"PAN","Panama",3,"Coclé",22,"Penonomé",147,"Toabré","Corregimiento","Municipality",NA,NA
148,174,"PAN","Panama",3,"Coclé",22,"Penonomé",148,"Tulu","Corregimiento","Municipality",NA,NA
149,174,"PAN","Panama",4,"Colón",23,"Chagres",149,"Achiote","Corregimiento","Municipality",NA,NA
150,174,"PAN","Panama",4,"Colón",23,"Chagres",150,"El Guabo","Corregimiento","Municipality",NA,NA
151,174,"PAN","Panama",4,"Colón",23,"Chagres",151,"La Encantada","Corregimiento","Municipality",NA,NA
152,174,"PAN","Panama",4,"Colón",23,"Chagres",152,"Nuevo Chagres","Corregimiento","Municipality",NA,NA
153,174,"PAN","Panama",4,"Colón",23,"Chagres",153,"Palmas Bellas","Corregimiento","Municipality",NA,NA
154,174,"PAN","Panama",4,"Colón",23,"Chagres",154,"Piña","Corregimiento","Municipality",NA,NA
155,174,"PAN","Panama",4,"Colón",23,"Chagres",155,"Salud","Corregimiento","Municipality",NA,NA
156,174,"PAN","Panama",4,"Colón",24,"Colón",156,"Barrio Norte","Corregimiento","Municipality",NA,NA
157,174,"PAN","Panama",4,"Colón",24,"Colón",157,"Barrio Sur","Corregimiento","Municipality",NA,NA
158,174,"PAN","Panama",4,"Colón",24,"Colón",158,"Buena Vista","Corregimiento","Municipality",NA,NA
159,174,"PAN","Panama",4,"Colón",24,"Colón",159,"Cativá","Corregimiento","Municipality",NA,NA
160,174,"PAN","Panama",4,"Colón",24,"Colón",160,"Ciricito","Corregimiento","Municipality",NA,NA
161,174,"PAN","Panama",4,"Colón",24,"Colón",161,"Cristóbal","Corregimiento","Municipality",NA,NA
162,174,"PAN","Panama",4,"Colón",24,"Colón",162,"Escobal","Corregimiento","Municipality",NA,NA
163,174,"PAN","Panama",4,"Colón",24,"Colón",163,"Limón","Corregimiento","Municipality",NA,NA
164,174,"PAN","Panama",4,"Colón",24,"Colón",164,"Nueva Providencia","Corregimiento","Municipality",NA,NA
165,174,"PAN","Panama",4,"Colón",24,"Colón",165,"Puerto Pilón","Corregimiento","Municipality",NA,NA
166,174,"PAN","Panama",4,"Colón",24,"Colón",166,"Sabanitas","Corregimiento","Municipality",NA,NA
167,174,"PAN","Panama",4,"Colón",24,"Colón",167,"Salamanca","Corregimiento","Municipality",NA,NA
168,174,"PAN","Panama",4,"Colón",24,"Colón",168,"San Juan","Corregimiento","Municipality",NA,NA
169,174,"PAN","Panama",4,"Colón",24,"Colón",169,"Santa Rosa","Corregimiento","Municipality",NA,NA
170,174,"PAN","Panama",4,"Colón",25,"Donoso",170,"Coclé del Norte","Corregimiento","Municipality",NA,NA
171,174,"PAN","Panama",4,"Colón",25,"Donoso",171,"El Guásimo","Corregimiento","Municipality",NA,NA
172,174,"PAN","Panama",4,"Colón",25,"Donoso",172,"Gobea","Corregimiento","Municipality",NA,NA
173,174,"PAN","Panama",4,"Colón",25,"Donoso",173,"Miguel de la Borda","Corregimiento","Municipality",NA,NA
174,174,"PAN","Panama",4,"Colón",25,"Donoso",174,"Río Indio","Corregimiento","Municipality",NA,NA
175,174,"PAN","Panama",4,"Colón",25,"Donoso",175,"San José del General","Corregimiento","Municipality",NA,NA
176,174,"PAN","Panama",4,"Colón",26,"Lago Gatún",176,"Waterbody","Water body","Water body",NA,NA
177,174,"PAN","Panama",4,"Colón",27,"Portobelo",177,"Cacique","Corregimiento","Municipality",NA,NA
178,174,"PAN","Panama",4,"Colón",27,"Portobelo",178,"Garrote","Corregimiento","Municipality",NA,NA
179,174,"PAN","Panama",4,"Colón",27,"Portobelo",179,"Isla Grande","Corregimiento","Municipality",NA,NA
180,174,"PAN","Panama",4,"Colón",27,"Portobelo",180,"María Chiquita","Corregimiento","Municipality",NA,NA
181,174,"PAN","Panama",4,"Colón",27,"Portobelo",181,"Portobelo","Corregimiento","Municipality",NA,NA
182,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",182,"Cuango","Corregimiento","Municipality",NA,NA
183,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",183,"Miramar","Corregimiento","Municipality",NA,NA
184,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",184,"Nombre de Dios","Corregimiento","Municipality",NA,NA
185,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",185,"Palenque","Corregimiento","Municipality",NA,NA
186,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",186,"Palmira","Corregimiento","Municipality",NA,NA
187,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",187,"Playa Chiquita","Corregimiento","Municipality",NA,NA
188,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",188,"Santa Isabel","Corregimiento","Municipality",NA,NA
189,174,"PAN","Panama",4,"Colón",28,"Santa Isabel",189,"Viento Frío","Corregimiento","Municipality",NA,NA
190,174,"PAN","Panama",5,"Darién",29,"Chepigana",190,"Agua Fría","Corregimiento","Municipality",NA,NA
191,174,"PAN","Panama",5,"Darién",29,"Chepigana",191,"Camogantí","Corregimiento","Municipality",NA,NA
192,174,"PAN","Panama",5,"Darién",29,"Chepigana",192,"Chepigana","Corregimiento","Municipality",NA,NA
193,174,"PAN","Panama",5,"Darién",29,"Chepigana",193,"Cucunatí","Corregimiento","Municipality",NA,NA
194,174,"PAN","Panama",5,"Darién",29,"Chepigana",194,"Garachiné","Corregimiento","Municipality",NA,NA
195,174,"PAN","Panama",5,"Darién",29,"Chepigana",195,"Jaqué","Corregimiento","Municipality",NA,NA
196,174,"PAN","Panama",5,"Darién",29,"Chepigana",196,"La Palma","Corregimiento","Municipality",NA,NA
197,174,"PAN","Panama",5,"Darién",29,"Chepigana",197,"Puerto Piña","Corregimiento","Municipality",NA,NA
198,174,"PAN","Panama",5,"Darién",29,"Chepigana",198,"Río Congo Arriba","Corregimiento","Municipality",NA,NA
199,174,"PAN","Panama",5,"Darién",29,"Chepigana",199,"Río Congo","Corregimiento","Municipality",NA,NA
200,174,"PAN","Panama",5,"Darién",29,"Chepigana",200,"Río Iglesias","Corregimiento","Municipality",NA,NA
201,174,"PAN","Panama",5,"Darién",29,"Chepigana",201,"Sambú","Corregimiento","Municipality",NA,NA
202,174,"PAN","Panama",5,"Darién",29,"Chepigana",202,"Santa Fé","Corregimiento","Municipality",NA,NA
203,174,"PAN","Panama",5,"Darién",29,"Chepigana",203,"Setegantí","Corregimiento","Municipality",NA,NA
204,174,"PAN","Panama",5,"Darién",29,"Chepigana",204,"Taimatí","Corregimiento","Municipality",NA,NA
205,174,"PAN","Panama",5,"Darién",29,"Chepigana",205,"Tucutí","Corregimiento","Municipality",NA,NA
206,174,"PAN","Panama",5,"Darién",30,"Pinogana",206,"Boca de Cupé","Corregimiento","Municipality",NA,NA
207,174,"PAN","Panama",5,"Darién",30,"Pinogana",207,"El Real de Santa María","Corregimiento","Municipality",NA,NA
208,174,"PAN","Panama",5,"Darién",30,"Pinogana",208,"Kuna de Wargandí","Comarca Indígena","Indigenous Territory",NA,NA
209,174,"PAN","Panama",5,"Darién",30,"Pinogana",209,"Metetí","Corregimiento","Municipality",NA,NA
210,174,"PAN","Panama",5,"Darién",30,"Pinogana",210,"Púcuro","Corregimiento","Municipality",NA,NA
211,174,"PAN","Panama",5,"Darién",30,"Pinogana",211,"Paya","Corregimiento","Municipality",NA,NA
212,174,"PAN","Panama",5,"Darién",30,"Pinogana",212,"Pinogana","Corregimiento","Municipality",NA,NA
213,174,"PAN","Panama",5,"Darién",30,"Pinogana",213,"Yape","Corregimiento","Municipality",NA,NA
214,174,"PAN","Panama",5,"Darién",30,"Pinogana",214,"Yaviza","Corregimiento","Municipality",NA,NA
215,174,"PAN","Panama",6,"Emberá",31,"Cémaco",215,"Cirilo Guainora","Corregimiento","Municipality",NA,NA
216,174,"PAN","Panama",6,"Emberá",31,"Cémaco",216,"Lajas Blancas","Corregimiento","Municipality",NA,NA
217,174,"PAN","Panama",6,"Emberá",31,"Cémaco",217,"Manuel Ortega","Corregimiento","Municipality",NA,NA
218,174,"PAN","Panama",6,"Emberá",32,"Sambú",218,"Jingurudó","Corregimiento","Municipality",NA,NA
219,174,"PAN","Panama",6,"Emberá",32,"Sambú",219,"Río Sábalo","Corregimiento","Municipality",NA,NA
220,174,"PAN","Panama",7,"Herrera",33,"Chitré",220,"Chitré","Corregimiento","Municipality",NA,NA
221,174,"PAN","Panama",7,"Herrera",33,"Chitré",221,"La Arena","Corregimiento","Municipality",NA,NA
222,174,"PAN","Panama",7,"Herrera",33,"Chitré",222,"Llano Bonito","Corregimiento","Municipality",NA,NA
223,174,"PAN","Panama",7,"Herrera",33,"Chitré",223,"Monagrillo","Corregimiento","Municipality",NA,NA
224,174,"PAN","Panama",7,"Herrera",33,"Chitré",224,"San Juan Bautista","Corregimiento","Municipality",NA,NA
225,174,"PAN","Panama",7,"Herrera",34,"Las Minas",225,"Chepo","Corregimiento","Municipality",NA,NA
226,174,"PAN","Panama",7,"Herrera",34,"Las Minas",226,"Chumical","Corregimiento","Municipality",NA,NA
227,174,"PAN","Panama",7,"Herrera",34,"Las Minas",227,"El Toro","Corregimiento","Municipality",NA,NA
228,174,"PAN","Panama",7,"Herrera",34,"Las Minas",228,"Las Minas","Corregimiento","Municipality",NA,NA
229,174,"PAN","Panama",7,"Herrera",34,"Las Minas",229,"Leones","Corregimiento","Municipality",NA,NA
230,174,"PAN","Panama",7,"Herrera",34,"Las Minas",230,"Quebrada del Rosario","Corregimiento","Municipality",NA,NA
231,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",231,"Capurí","Corregimiento","Municipality",NA,NA
232,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",232,"El Calabacito","Corregimiento","Municipality",NA,NA
