"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","TYPE_3","ENGTYPE_3","NL_NAME_3","VARNAME_3"
233,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",233,"El Cedro","Corregimiento","Municipality",NA,NA
234,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",234,"La Arena","Corregimiento","Municipality",NA,NA
235,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",235,"La Pitalosa","Corregimiento","Municipality",NA,NA
236,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",236,"Los Cerritos","Corregimiento","Municipality",NA,NA
237,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",237,"Los Cerros de Paja","Corregimiento","Municipality",NA,NA
238,174,"PAN","Panama",7,"Herrera",35,"Los Pozos",238,"Los Pozos","Corregimiento","Municipality",NA,NA
239,174,"PAN","Panama",7,"Herrera",36,"Ocú",239,"Cerro Largo","Corregimiento","Municipality",NA,NA
240,174,"PAN","Panama",7,"Herrera",36,"Ocú",240,"El Tijera","Corregimiento","Municipality",NA,NA
241,174,"PAN","Panama",7,"Herrera",36,"Ocú",241,"Llano Grande","Corregimiento","Municipality",NA,NA
242,174,"PAN","Panama",7,"Herrera",36,"Ocú",242,"Los Llanos","Corregimiento","Municipality",NA,NA
243,174,"PAN","Panama",7,"Herrera",36,"Ocú",243,"Ocú","Corregimiento","Municipality",NA,NA
244,174,"PAN","Panama",7,"Herrera",36,"Ocú",244,"Peñas Chatas","Corregimiento","Municipality",NA,NA
245,174,"PAN","Panama",7,"Herrera",37,"Parita",245,"Cabuya","Corregimiento","Municipality",NA,NA
246,174,"PAN","Panama",7,"Herrera",37,"Parita",246,"Llano de la Cruz","Corregimiento","Municipality",NA,NA
247,174,"PAN","Panama",7,"Herrera",37,"Parita",247,"Los Castillos","Corregimiento","Municipality",NA,NA
248,174,"PAN","Panama",7,"Herrera",37,"Parita",248,"París","Corregimiento","Municipality",NA,NA
249,174,"PAN","Panama",7,"Herrera",37,"Parita",249,"Parita","Corregimiento","Municipality",NA,NA
250,174,"PAN","Panama",7,"Herrera",37,"Parita",250,"Portobelillo","Corregimiento","Municipality",NA,NA
251,174,"PAN","Panama",7,"Herrera",37,"Parita",251,"Potuga","Corregimiento","Municipality",NA,NA
252,174,"PAN","Panama",7,"Herrera",38,"Pesé",252,"El Barrero","Corregimiento","Municipality",NA,NA
253,174,"PAN","Panama",7,"Herrera",38,"Pesé",253,"El Ciruelo","Corregimiento","Municipality",NA,NA
254,174,"PAN","Panama",7,"Herrera",38,"Pesé",254,"El Pájaro","Corregimiento","Municipality",NA,NA
255,174,"PAN","Panama",7,"Herrera",38,"Pesé",255,"El Pedregoso","Corregimiento","Municipality",NA,NA
256,174,"PAN","Panama",7,"Herrera",38,"Pesé",256,"Las Cabras","Corregimiento","Municipality",NA,NA
257,174,"PAN","Panama",7,"Herrera",38,"Pesé",257,"Pesé","Corregimiento","Municipality",NA,NA
258,174,"PAN","Panama",7,"Herrera",38,"Pesé",258,"Rincón Hondo","Corregimiento","Municipality",NA,NA
259,174,"PAN","Panama",7,"Herrera",38,"Pesé",259,"Sabanagrande","Corregimiento","Municipality",NA,NA
260,174,"PAN","Panama",7,"Herrera",39,"Santa María",260,"Chupampa","Corregimiento","Municipality",NA,NA
261,174,"PAN","Panama",7,"Herrera",39,"Santa María",261,"El Limón","Corregimiento","Municipality",NA,NA
262,174,"PAN","Panama",7,"Herrera",39,"Santa María",262,"El Rincón","Corregimiento","Municipality",NA,NA
263,174,"PAN","Panama",7,"Herrera",39,"Santa María",263,"Los Canelos","Corregimiento","Municipality",NA,NA
264,174,"PAN","Panama",7,"Herrera",39,"Santa María",264,"Santa María","Corregimiento","Municipality",NA,NA
265,174,"PAN","Panama",8,"Kuna Yala",40,"Kuna Yala",265,"Ailigandí","Corregimiento","Municipality",NA,NA
266,174,"PAN","Panama",8,"Kuna Yala",40,"Kuna Yala",266,"Narganá","Corregimiento","Municipality",NA,NA
267,174,"PAN","Panama",8,"Kuna Yala",40,"Kuna Yala",267,"Puerto Obaldía","Corregimiento","Municipality",NA,NA
268,174,"PAN","Panama",8,"Kuna Yala",40,"Kuna Yala",268,"Tubualá","Corregimiento","Municipality",NA,NA
269,174,"PAN","Panama",9,"Los Santos",41,"Guararé",269,"El Espinal","Corregimiento","Municipality",NA,NA
270,174,"PAN","Panama",9,"Los Santos",41,"Guararé",270,"El Hato","Corregimiento","Municipality",NA,NA
271,174,"PAN","Panama",9,"Los Santos",41,"Guararé",271,"El Macano","Corregimiento","Municipality",NA,NA
272,174,"PAN","Panama",9,"Los Santos",41,"Guararé",272,"Guararé Arriba","Corregimiento","Municipality",NA,NA
273,174,"PAN","Panama",9,"Los Santos",41,"Guararé",273,"Guararé","Corregimiento","Municipality",NA,NA
274,174,"PAN","Panama",9,"Los Santos",41,"Guararé",274,"La Enea","Corregimiento","Municipality",NA,NA
275,174,"PAN","Panama",9,"Los Santos",41,"Guararé",275,"La Pasera","Corregimiento","Municipality",NA,NA
276,174,"PAN","Panama",9,"Los Santos",41,"Guararé",276,"Las Trancas","Corregimiento","Municipality",NA,NA
277,174,"PAN","Panama",9,"Los Santos",41,"Guararé",277,"Llano Abajo","Corregimiento","Municipality",NA,NA
278,174,"PAN","Panama",9,"Los Santos",41,"Guararé",278,"Perales","Corregimiento","Municipality",NA,NA
279,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",279,"Bajo Corral","Corregimiento","Municipality",NA,NA
280,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",280,"Bayano","Corregimiento","Municipality",NA,NA
281,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",281,"El Carate","Corregimiento","Municipality",NA,NA
282,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",282,"El Cocal","Corregimiento","Municipality",NA,NA
283,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",283,"El Manantial","Corregimiento","Municipality",NA,NA
284,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",284,"El Muñoz","Corregimiento","Municipality",NA,NA
285,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",285,"El Pedregoso","Corregimiento","Municipality",NA,NA
286,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",286,"La Laja","Corregimiento","Municipality",NA,NA
287,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",287,"La Miel","Corregimiento","Municipality",NA,NA
288,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",288,"La Palma","Corregimiento","Municipality",NA,NA
289,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",289,"La Tiza","Corregimiento","Municipality",NA,NA
290,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",290,"Las Palmitas","Corregimiento","Municipality",NA,NA
291,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",291,"Las Tablas Abajo","Corregimiento","Municipality",NA,NA
292,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",292,"Las Tablas","Corregimiento","Municipality",NA,NA
293,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",293,"Nuario","Corregimiento","Municipality",NA,NA
294,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",294,"Palmira","Corregimiento","Municipality",NA,NA
295,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",295,"Peña Blanca","Corregimiento","Municipality",NA,NA
296,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",296,"Río Hondo","Corregimiento","Municipality",NA,NA
297,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",297,"San José","Corregimiento","Municipality",NA,NA
298,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",298,"San Miguel","Corregimiento","Municipality",NA,NA
299,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",299,"Santo Domingo","Corregimiento","Municipality",NA,NA
300,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",300,"Sesteadero","Corregimiento","Municipality",NA,NA
301,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",301,"Valle Rico","Corregimiento","Municipality",NA,NA
302,174,"PAN","Panama",9,"Los Santos",42,"Las Tablas",302,"Vallerriquito","Corregimiento","Municipality",NA,NA
303,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",303,"Agua Buena","Corregimiento","Municipality",NA,NA
304,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",304,"El Guásimo","Corregimiento","Municipality",NA,NA
305,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",305,"La Colorada","Corregimiento","Municipality",NA,NA
306,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",306,"La Espigadilla","Corregimiento","Municipality",NA,NA
307,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",307,"La Villa de Los Santos","Corregimiento","Municipality",NA,NA
308,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",308,"Las Cruces","Corregimiento","Municipality",NA,NA
309,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",309,"Las Guabas","Corregimiento","Municipality",NA,NA
310,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",310,"Llano Largo","Corregimiento","Municipality",NA,NA
311,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",311,"Los Angeles","Corregimiento","Municipality",NA,NA
312,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",312,"Los Olivos","Corregimiento","Municipality",NA,NA
313,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",313,"Sabanagrande","Corregimiento","Municipality",NA,NA
314,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",314,"Santa Ana","Corregimiento","Municipality",NA,NA
315,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",315,"Tres Quebradas","Corregimiento","Municipality",NA,NA
316,174,"PAN","Panama",9,"Los Santos",43,"Los Santos",316,"Villa Lourdes","Corregimiento","Municipality",NA,NA
317,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",317,"Bahía Honda","Corregimiento","Municipality",NA,NA
318,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",318,"Bajos de Güera","Corregimiento","Municipality",NA,NA
319,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",319,"Chupá","Corregimiento","Municipality",NA,NA
320,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",320,"Corozal","Corregimiento","Municipality",NA,NA
321,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",321,"El Cedro","Corregimiento","Municipality",NA,NA
322,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",322,"Espino Amarillo","Corregimiento","Municipality",NA,NA
323,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",323,"La Mesa","Corregimiento","Municipality",NA,NA
324,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",324,"Las Palmas","Corregimiento","Municipality",NA,NA
325,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",325,"Llano de Piedra","Corregimiento","Municipality",NA,NA
326,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",326,"Macaracas","Corregimiento","Municipality",NA,NA
327,174,"PAN","Panama",9,"Los Santos",44,"Macaracas",327,"Mogollón","Corregimiento","Municipality",NA,NA
328,174,"PAN","Panama",9,"Los Santos",45,"Pedasí",328,"Los Asientos","Corregimiento","Municipality",NA,NA
329,174,"PAN","Panama",9,"Los Santos",45,"Pedasí",329,"Mariabé","Corregimiento","Municipality",NA,NA
330,174,"PAN","Panama",9,"Los Santos",45,"Pedasí",330,"Oria Arriba","Corregimiento","Municipality",NA,NA
331,174,"PAN","Panama",9,"Los Santos",45,"Pedasí",331,"Pedasí","Corregimiento","Municipality",NA,NA
332,174,"PAN","Panama",9,"Los Santos",45,"Pedasí",332,"Purio","Corregimiento","Municipality",NA,NA
333,174,"PAN","Panama",9,"Los Santos",46,"Pocrí",333,"El Cañafístulo","Corregimiento","Municipality",NA,NA
334,174,"PAN","Panama",9,"Los Santos",46,"Pocrí",334,"Lajamina","Corregimiento","Municipality",NA,NA
335,174,"PAN","Panama",9,"Los Santos",46,"Pocrí",335,"Paraíso","Corregimiento","Municipality",NA,NA
336,174,"PAN","Panama",9,"Los Santos",46,"Pocrí",336,"Paritilla","Corregimiento","Municipality",NA,NA
337,174,"PAN","Panama",9,"Los Santos",46,"Pocrí",337,"Pocrí","Corregimiento","Municipality",NA,NA
338,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",338,"Altos de Güera","Corregimiento","Municipality",NA,NA
339,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",339,"Cañas","Corregimiento","Municipality",NA,NA
340,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",340,"Cambutal","Corregimiento","Municipality",NA,NA
341,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",341,"El Bebedero","Corregimiento","Municipality",NA,NA
342,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",342,"El Cacao","Corregimiento","Municipality",NA,NA
343,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",343,"El Cortezo","Corregimiento","Municipality",NA,NA
344,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",344,"Flores","Corregimiento","Municipality",NA,NA
345,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",345,"Guánico","Corregimiento","Municipality",NA,NA
346,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",346,"La Tronosa","Corregimiento","Municipality",NA,NA
347,174,"PAN","Panama",9,"Los Santos",47,"Tonosí",347,"Tonosí","Corregimiento","Municipality",NA,NA
348,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",348,"Agua De Salud","Corregimiento","Municipality",NA,NA
349,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",349,"Alto de Jesús","Corregimiento","Municipality",NA,NA
350,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",350,"Buenos Aires","Corregimiento","Municipality",NA,NA
351,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",351,"Cerro Pelado","Corregimiento","Municipality",NA,NA
352,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",352,"El Bale","Corregimiento","Municipality",NA,NA
353,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",353,"El Paredón","Corregimiento","Municipality",NA,NA
354,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",354,"El Piro","Corregimiento","Municipality",NA,NA
355,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",355,"Güibale","Corregimiento","Municipality",NA,NA
356,174,"PAN","Panama",10,"Ngöbe Buglé",48,"Ñürüm",356,"Guayabito","Corregimiento","Municipality",NA,NA
357,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",357,"Boca De Balsa","Corregimiento","Municipality",NA,NA
358,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",358,"Camarón Arriba","Corregimiento","Municipality",NA,NA
359,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",359,"Cerro Banco","Corregimiento","Municipality",NA,NA
360,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",360,"Cerro De Patena","Corregimiento","Municipality",NA,NA
361,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",361,"Emplanada de Chorcha","Corregimiento","Municipality",NA,NA
362,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",362,"Nämnoni","Corregimiento","Municipality",NA,NA
363,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",363,"Niba","Corregimiento","Municipality",NA,NA
364,174,"PAN","Panama",10,"Ngöbe Buglé",49,"Besiko",364,"Soloy","Corregimiento","Municipality",NA,NA
365,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",365,"Büri","Corregimiento","Municipality",NA,NA
366,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",366,"Bisira","Corregimiento","Municipality",NA,NA
367,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",367,"Guariviara","Corregimiento","Municipality",NA,NA
368,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",368,"Guoroní","Corregimiento","Municipality",NA,NA
369,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",369,"Kankintú","Corregimiento","Municipality",NA,NA
370,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",370,"Mününi","Corregimiento","Municipality",NA,NA
371,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",371,"Piedra Roja","Corregimiento","Municipality",NA,NA
372,174,"PAN","Panama",10,"Ngöbe Buglé",50,"Kankintú",372,"Tuwai","Corregimiento","Municipality",NA,NA
373,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",373,"Bahía Azul","Corregimiento","Municipality",NA,NA
374,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",374,"Calavébora o Santa Catalina","Corregimiento","Municipality",NA,NA
375,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",375,"Kusapín","Corregimiento","Municipality",NA,NA
376,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",376,"Loma Yuca","Corregimiento","Municipality",NA,NA
377,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",377,"Río Chiriquí","Corregimiento","Municipality",NA,NA
378,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",378,"Tobobe","Corregimiento","Municipality",NA,NA
379,174,"PAN","Panama",10,"Ngöbe Buglé",51,"Kusapín",379,"Valle Bonito","Corregimiento","Municipality",NA,NA
380,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",380,"Alto Caballero","Corregimiento","Municipality",NA,NA
381,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",381,"Bakama","Corregimiento","Municipality",NA,NA
382,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",382,"Cerro Caña","Corregimiento","Municipality",NA,NA
383,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",383,"Cerro Puerco","Corregimiento","Municipality",NA,NA
384,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",384,"Chichica","Corregimiento","Municipality",NA,NA
385,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",385,"Krüa","Corregimiento","Municipality",NA,NA
386,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",386,"Maraca","Corregimiento","Municipality",NA,NA
387,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",387,"Nibra","Corregimiento","Municipality",NA,NA
388,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",388,"Peña Blanca","Corregimiento","Municipality",NA,NA
389,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",389,"Roka","Corregimiento","Municipality",NA,NA
390,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",390,"Sitio Prado","Corregimiento","Municipality",NA,NA
391,174,"PAN","Panama",10,"Ngöbe Buglé",52,"Müna",391,"Umani","Corregimiento","Municipality",NA,NA
392,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",392,"Cascabel","Corregimiento","Municipality",NA,NA
393,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",393,"Hato Corotú","Corregimiento","Municipality",NA,NA
394,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",394,"Hato Culantro","Corregimiento","Municipality",NA,NA
395,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",395,"Hato Jobo","Corregimiento","Municipality",NA,NA
396,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",396,"Hato Julí","Corregimiento","Municipality",NA,NA
397,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",397,"Hato Pilón","Corregimiento","Municipality",NA,NA
398,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",398,"Quebrada de Loro","Corregimiento","Municipality",NA,NA
399,174,"PAN","Panama",10,"Ngöbe Buglé",53,"Mironó",399,"Salto Dupí","Corregimiento","Municipality",NA,NA
400,174,"PAN","Panama",10,"Ngöbe Buglé",54,"Nole Duima",400,"Cerro Iglesias","Corregimiento","Municipality",NA,NA
401,174,"PAN","Panama",10,"Ngöbe Buglé",54,"Nole Duima",401,"Hato Chamí","Corregimiento","Municipality",NA,NA
402,174,"PAN","Panama",10,"Ngöbe Buglé",54,"Nole Duima",402,"Jädeberi","Corregimiento","Municipality",NA,NA
403,174,"PAN","Panama",10,"Ngöbe Buglé",54,"Nole Duima",403,"Lajero","Corregimiento","Municipality",NA,NA
404,174,"PAN","Panama",10,"Ngöbe Buglé",54,"Nole Duima",404,"Susama","Corregimiento","Municipality",NA,NA
405,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",405,"Arraiján","Corregimiento","Municipality",NA,NA
406,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",406,"Juan Demóstenes Arosemena","Corregimiento","Municipality",NA,NA
407,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",407,"Nuevo Emperador","Corregimiento","Municipality",NA,NA
408,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",408,"Santa Clara","Corregimiento","Municipality",NA,NA
409,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",409,"Veracruz","Corregimiento","Municipality",NA,NA
410,174,"PAN","Panama",11,"Panamá Oeste",55,"Arraiján",410,"Vista Alegre","Corregimiento","Municipality",NA,NA
411,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",411,"Caimito","Corregimiento","Municipality",NA,NA
412,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",412,"Campana","Corregimiento","Municipality",NA,NA
413,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",413,"Capira","Corregimiento","Municipality",NA,NA
414,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",414,"Cermeño","Corregimiento","Municipality",NA,NA
415,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",415,"Cirí de los Sotos","Corregimiento","Municipality",NA,NA
416,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",416,"Cirí Grande","Corregimiento","Municipality",NA,NA
417,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",417,"El Cacao","Corregimiento","Municipality",NA,NA
418,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",418,"La Trinidad","Corregimiento","Municipality",NA,NA
419,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",419,"Lídice","Corregimiento","Municipality",NA,NA
420,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",420,"Las Ollas Arriba","Corregimiento","Municipality",NA,NA
421,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",421,"Santa Rosa","Corregimiento","Municipality",NA,NA
422,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",422,"Villa Carmen","Corregimiento","Municipality",NA,NA
423,174,"PAN","Panama",11,"Panamá Oeste",56,"Capira",423,"Villa Rosario","Corregimiento","Municipality",NA,NA
424,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",424,"Bejuco","Corregimiento","Municipality",NA,NA
425,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",425,"Buenos Aires","Corregimiento","Municipality",NA,NA
426,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",426,"Cabuya","Corregimiento","Municipality",NA,NA
427,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",427,"Chame","Corregimiento","Municipality",NA,NA
428,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",428,"Chicá","Corregimiento","Municipality",NA,NA
429,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",429,"El Libano","Corregimiento","Municipality",NA,NA
430,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",430,"Las Lajas","Corregimiento","Municipality",NA,NA
431,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",431,"Nueva Gorgona","Corregimiento","Municipality",NA,NA
432,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",432,"Punta Chame","Corregimiento","Municipality",NA,NA
433,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",433,"Sajalices","Corregimiento","Municipality",NA,NA
434,174,"PAN","Panama",11,"Panamá Oeste",57,"Chame",434,"Sorá","Corregimiento","Municipality",NA,NA
435,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",435,"Amador","Corregimiento","Municipality",NA,NA
436,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",436,"Arosemena","Corregimiento","Municipality",NA,NA
437,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",437,"Barrio Balboa","Corregimiento","Municipality",NA,NA
438,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",438,"Barrio Colón","Corregimiento","Municipality",NA,NA
439,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",439,"El Arado","Corregimiento","Municipality",NA,NA
440,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",440,"El Coco","Corregimiento","Municipality",NA,NA
441,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",441,"Feuillet","Corregimiento","Municipality",NA,NA
442,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",442,"Guadalupe","Corregimiento","Municipality",NA,NA
443,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",443,"Herrera","Corregimiento","Municipality",NA,NA
444,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",444,"Hurtado","Corregimiento","Municipality",NA,NA
445,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",445,"Iturralde","Corregimiento","Municipality",NA,NA
446,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",446,"La Represa","Corregimiento","Municipality",NA,NA
447,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",447,"Los Díaz","Corregimiento","Municipality",NA,NA
448,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",448,"Mendoza","Corregimiento","Municipality",NA,NA
449,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",449,"Obaldía","Corregimiento","Municipality",NA,NA
450,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",450,"Playa Leona","Corregimiento","Municipality",NA,NA
451,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",451,"Puerto Caimito","Corregimiento","Municipality",NA,NA
452,174,"PAN","Panama",11,"Panamá Oeste",58,"La Chorrera",452,"Santa Rita","Corregimiento","Municipality",NA,NA
453,174,"PAN","Panama",11,"Panamá Oeste",59,"Lago Gatún",453,"Waterbody","Water body","Water body",NA,NA
454,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",454,"El Espino","Corregimiento","Municipality",NA,NA
455,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",455,"El Higo","Corregimiento","Municipality",NA,NA
456,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",456,"Guayabito","Corregimiento","Municipality",NA,NA
457,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",457,"La Ermita","Corregimiento","Municipality",NA,NA
458,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",458,"La Laguna","Corregimiento","Municipality",NA,NA
459,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",459,"Las Uvas","Corregimiento","Municipality",NA,NA
460,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",460,"Los Llanitos","Corregimiento","Municipality",NA,NA
461,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",461,"San Carlos","Corregimiento","Municipality",NA,NA
462,174,"PAN","Panama",11,"Panamá Oeste",60,"San Carlos",462,"San José","Corregimiento","Municipality",NA,NA
